Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection
ES,xApvaV01StateLog_ES062016.csv,4,2016-04-18 06:55:00,Unresolved,Unknown->Unknown->Unknown->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2073.0,2073.75,2072.0,2073.75,Up,1,,,,5,2078.75,5.0,,5.0,,6.75,-0.75,,,1,1
ES,xApvaV01StateLog_ES062016.csv,5,2016-04-18 07:00:00,Unresolved,Unknown->Unknown->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2073.75,2074.25,2073.0,2073.5,Up,1,2073.75,1.25,,5,2080.0,6.5,,6.5,,7.0,-0.25,,,1,1
ES,xApvaV01StateLog_ES062016.csv,6,2016-04-18 07:05:00,Unresolved,Unknown->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2073.5,2078.25,2073.25,2077.0,Up,1,2073.5,5.0,,5,2081.0,4.0,,4.0,,4.25,-0.75,,,1,1
ES,xApvaV01StateLog_ES062016.csv,7,2016-04-18 07:10:00,Directional,Unresolved->Unresolved->Unresolved->Directional,Directional Continuation / Sponsor Release,Exact,1.0,0.8112781244562475,0.3333333333333333,0.75,0.25,1.0,0.4850329102751959,0.24166666666666667,0.31179511722148456,0.3024670897248041,DirectionalReleasePressure,0.4850329102751959,2077.0,2079.0,2077.0,2077.5,Up,1,2077.0,2.0,,5,2082.25,4.75,,4.75,,5.5,-1.25,,,1,1
ES,xApvaV01StateLog_ES062016.csv,8,2016-04-18 07:15:00,Directional,Unresolved->Unresolved->Directional->Directional,Directional Continuation / Sponsor Release,Exact,1.0,0.9709505944517833,0.25,0.6,0.4,1.0,0.45614622413033906,0.23125,0.26014892118009686,0.3061454425363276,DirectionalReleasePressure,0.45614622413033906,2077.5,2079.0,2076.25,2079.0,Up,1,2077.5,2.75,,5,2081.5,2.5,,2.5,,4.0,-0.5,,,1,1
ES,xApvaV01StateLog_ES062016.csv,9,2016-04-18 07:20:00,Directional,Unresolved->Directional->Directional->Directional,Directional Continuation / Sponsor Release,Exact,1.0,0.9999999999971146,0.2,0.5,0.5,1.0,0.45208333333396455,0.225,0.229166666666847,0.2937499999993688,DirectionalReleasePressure,0.45208333333396455,2079.0,2080.5,2078.5,2078.75,Up,1,2079.0,2.0,,5,2081.75,3.0,,3.0,,4.25,-0.25,,,1,1
ES,xApvaV01StateLog_ES062016.csv,10,2016-04-18 07:25:00,Degrading,Directional->Directional->Directional->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,1.4488156357208566,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.0,0.10595005289012192,0.14166666666666666,0.13802045133887503,0.44192842031393736,RotationalPressure,0.44192842031393736,2079.0,2080.25,2078.5,2080.0,Up,1,2078.75,1.75,,5,2080.75,0.75,,0.75,,3.0,-0.25,,,1,1
ES,xApvaV01StateLog_ES062016.csv,11,2016-04-18 07:30:00,Degrading,Directional->Directional->Degrading->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,1.561278124454805,0.2857142857142857,0.375,0.625,0.0,0.10296464359642898,0.13571428571428573,0.13099154579300326,0.44867244686734564,RotationalPressure,0.44867244686734564,2079.75,2081.25,2079.75,2081.0,Up,1,2080.0,1.5,,5,2083.75,2.75,,2.75,,3.25,-0.5,,,1,1
ES,xApvaV01StateLog_ES062016.csv,12,2016-04-18 07:35:00,Degrading,Directional->Degrading->Degrading->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,1.584962500716828,0.25,0.3333333333333333,0.6666666666666666,0.0,0.10797422520553453,0.13125,0.13843984370519827,0.4404605470318061,RotationalPressure,0.4404605470318061,2081.0,2083.0,2080.75,2082.25,Up,1,2081.0,2.25,,5,2082.0,-0.25,,-0.25,,2.0,-1.75,,,0,1
ES,xApvaV01StateLog_ES062016.csv,13,2016-04-18 07:40:00,Degrading,Degrading->Degrading->Degrading->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,1.5709505944503404,0.2222222222222222,0.4,0.6,0.0,0.10741853955684026,0.12777777777777777,0.1462600322912982,0.42697877586934524,RotationalPressure,0.42697877586934524,2082.5,2082.75,2081.25,2081.5,Up,1,2082.25,1.5,,5,2082.0,0.5,,0.5,,2.75,-1.0,,,1,1
