Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection
ES,xApvaV01StateLog_ES122023.csv,4,2023-10-17 06:55:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4371.75,4373.5,4366.75,4367.5,Down,-1,,,,5,4388.5,21.0,,-21.0,,1.75,-22.5,,,0,1
ES,xApvaV01StateLog_ES122023.csv,5,2023-10-17 07:00:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4367.25,4370.5,4365.75,4368.5,Down,-1,4367.5,4.75,,5,4389.75,21.25,,-21.25,,1.5,-25.75,,,0,1
ES,xApvaV01StateLog_ES122023.csv,6,2023-10-17 07:05:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4368.5,4372.25,4367.0,4369.25,Up,1,4368.5,5.25,,5,4388.25,19.0,,19.0,,25.0,-1.0,,,1,1
ES,xApvaV01StateLog_ES122023.csv,7,2023-10-17 07:10:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4369.25,4382.0,4368.25,4380.75,Up,1,4369.25,13.75,,5,4391.25,10.5,,10.5,,13.5,-1.5,,,1,1
ES,xApvaV01StateLog_ES122023.csv,8,2023-10-17 07:15:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4380.75,4388.75,4379.25,4386.75,Up,1,4380.75,9.5,,5,4396.25,9.5,,9.5,,12.0,-1.5,,,1,1
ES,xApvaV01StateLog_ES122023.csv,9,2023-10-17 07:20:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4386.75,4390.0,4386.0,4388.5,Up,1,4386.75,4.0,,5,4393.5,5.0,,5.0,,10.25,-3.25,,,1,1
ES,xApvaV01StateLog_ES122023.csv,10,2023-10-17 07:25:00,Unresolved,Unknown->Unknown->Unknown->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4388.5,4394.25,4385.25,4389.75,Up,1,4388.5,9.0,,5,4394.0,4.25,,4.25,,9.0,-3.5,,,1,1
ES,xApvaV01StateLog_ES122023.csv,11,2023-10-17 07:30:00,Unresolved,Unknown->Unknown->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4389.75,4391.75,4386.5,4388.25,Up,1,4389.75,5.25,,5,4390.0,1.75,,1.75,,10.5,-2.0,,,1,1
ES,xApvaV01StateLog_ES122023.csv,12,2023-10-17 07:35:00,Unresolved,Unknown->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4388.5,4391.25,4386.25,4391.25,Up,1,4388.25,5.0,,5,4393.0,1.75,,1.75,,7.5,-1.5,,,1,1
ES,xApvaV01StateLog_ES122023.csv,13,2023-10-17 07:40:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.4689955935863958,0.1111111111111111,0.9,0.0,0.0,0.2202730804215971,0.013888888888888888,0.9012433309564057,0.14425945276369073,CompressionPressure,0.9012433309564057,4391.25,4398.75,4390.5,4396.25,Up,1,4391.25,8.25,,5,4394.75,-1.5,,-1.5,,1.5,-6.5,,,0,1
