Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection
ES,xApvaV01StateLog_ES062019.csv,4,2019-04-18 06:55:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2908.25,2909.0,2906.25,2906.75,Down,-1,,,,5,2900.5,-6.25,,6.25,,8.0,-0.25,,,1,1
ES,xApvaV01StateLog_ES062019.csv,5,2019-04-18 07:00:00,Unresolved,Unknown->Unknown->Unknown->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2906.5,2907.0,2902.5,2902.75,Down,-1,2906.75,4.5,,5,2897.25,-5.5,,5.5,,5.75,-0.5,,,1,1
ES,xApvaV01StateLog_ES062019.csv,6,2019-04-18 07:05:00,Unresolved,Unknown->Unknown->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2902.75,2903.25,2898.75,2901.0,Down,-1,2902.75,4.5,,5,2898.5,-2.5,,2.5,,4.0,-1.25,,,1,1
ES,xApvaV01StateLog_ES062019.csv,7,2019-04-18 07:10:00,Unresolved,Unknown->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2901.0,2902.0,2900.5,2900.75,Down,-1,2901.0,1.5,,5,2898.0,-2.75,,2.75,,4.5,-1.5,,,1,1
ES,xApvaV01StateLog_ES062019.csv,8,2019-04-18 07:15:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.7219280948844771,0.25,0.8,0.0,0.0,0.17405029690207388,0.03125,0.8090461607363868,0.25167177075597935,CompressionPressure,0.8090461607363868,2900.75,2902.25,2900.25,2901.0,Down,-1,2900.75,2.0,,5,2897.0,-4.0,,4.0,,4.75,-1.0,,,1,1
ES,xApvaV01StateLog_ES062019.csv,9,2019-04-18 07:20:00,Directional,Unresolved->Unresolved->Unresolved->Directional,Directional Continuation / Sponsor Release,Exact,1.0,1.2516291673834947,0.4,0.6666666666666666,0.16666666666666666,1.0,0.32342834185708275,0.25,0.23288428814964268,0.42379388036513943,RotationalPressure,0.42379388036513943,2901.25,2902.0,2900.0,2900.5,Down,-1,2901.0,2.0,,5,2897.0,-3.5,,3.5,,5.5,-0.25,,,1,1
ES,xApvaV01StateLog_ES062019.csv,10,2019-04-18 07:25:00,Directional,Unresolved->Unresolved->Directional->Directional,Directional Continuation / Sponsor Release,Exact,1.0,1.3787834934818475,0.3333333333333333,0.5714285714285714,0.2857142857142857,1.0,0.3085101584198935,0.24166666666666667,0.20192126975262265,0.4266088891991541,RotationalPressure,0.4266088891991541,2900.5,2900.75,2897.0,2897.25,Down,-1,2900.5,3.75,,5,2900.5,3.25,,-3.25,,2.25,-3.25,,,0,1
ES,xApvaV01StateLog_ES062019.csv,11,2019-04-18 07:30:00,Directional,Unresolved->Directional->Directional->Directional,Directional Continuation / Sponsor Release,Exact,1.0,1.4056390622252386,0.2857142857142857,0.5,0.375,1.0,0.31156407418584814,0.2357142857142857,0.18238565384901784,0.4146264020046281,RotationalPressure,0.4146264020046281,2897.25,2898.75,2897.0,2898.5,Down,-1,2897.25,1.75,,5,2899.5,1.0,,-1.0,,3.5,-2.0,,,0,1
ES,xApvaV01StateLog_ES062019.csv,12,2019-04-18 07:35:00,Degrading,Directional->Directional->Directional->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,1.752715278973934,0.375,0.4444444444444444,0.4444444444444444,0.0,0.08278067129629628,0.146875,0.12476851851851851,0.490625,RotationalPressure,0.490625,2898.5,2898.75,2896.25,2898.0,Down,-1,2898.5,2.5,,5,2901.75,3.75,,-3.75,,3.0,-4.0,,,0,1
ES,xApvaV01StateLog_ES062019.csv,13,2019-04-18 07:40:00,Degrading,Directional->Directional->Degrading->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,1.8464393446652445,0.3333333333333333,0.4,0.5,0.0,0.08604166666666667,0.14166666666666666,0.11666666666666668,0.475,RotationalPressure,0.475,2897.75,2899.25,2896.5,2897.0,Down,-1,2898.0,2.75,,5,2901.25,4.25,,-4.25,,2.0,-5.0,,,0,1
