Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection
ES,xApvaV01StateLog_ES092024_CLEAN.csv,4,2024-07-17 06:55:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5664.75,5672.75,5664.25,5671.0,Up,1,,,,5,5660.0,-11.0,,-11.0,,1.5,-24.75,,,0,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,5,2024-07-17 07:00:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5671.0,5672.5,5665.5,5665.75,Up,1,5671.0,7.0,,5,5657.0,-8.75,,-8.75,,0.5,-19.5,,,0,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,6,2024-07-17 07:05:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5665.75,5666.25,5657.5,5658.5,Down,-1,5665.75,8.75,,5,5654.25,-4.25,,4.25,,12.25,-2.75,,,1,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,7,2024-07-17 07:10:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5658.25,5660.0,5647.75,5648.75,Down,-1,5658.5,12.25,,5,5655.75,7.0,,-7.0,,2.5,-12.5,,,0,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,8,2024-07-17 07:15:00,Unresolved,Unknown->Unknown->Unknown->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5648.75,5657.25,5646.25,5655.5,Down,-1,5648.75,11.0,,5,5652.25,-3.25,,3.25,,5.5,-5.75,,,1,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,9,2024-07-17 07:20:00,Unresolved,Unknown->Unknown->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5655.5,5661.25,5653.75,5660.0,Up,1,5655.5,7.5,,5,5655.5,-4.5,,-4.5,,0.5,-10.0,,,0,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,10,2024-07-17 07:25:00,Unknown,Unknown->Unresolved->Unresolved->Unknown,Stable Compression Basin,Soft,0.5,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5660.0,5660.5,5655.5,5657.0,Up,1,5660.0,5.0,,5,5650.25,-6.75,,-6.75,,1.5,-7.0,,,0,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,11,2024-07-17 07:30:00,Unknown,Unresolved->Unresolved->Unknown->Unknown,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5657.0,5658.0,5652.75,5654.25,Down,-1,5657.0,5.25,,5,5649.75,-4.5,,4.5,,5.25,-4.25,,,1,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,12,2024-07-17 07:35:00,Unknown,Unresolved->Unknown->Unknown->Unknown,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5654.25,5658.5,5651.75,5655.75,Down,-1,5654.25,6.75,,5,5650.0,-5.75,,5.75,,6.75,-2.0,,,1,1
ES,xApvaV01StateLog_ES092024_CLEAN.csv,13,2024-07-17 07:40:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,5656.0,5657.75,5650.0,5652.25,Down,-1,5655.75,7.75,,5,5648.25,-4.0,,4.0,,5.5,-5.5,,,1,1
