Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection,DirPresenceBin,EntropyBin,Prev_DominantPressure,Next_DominantPressure,Prev_DirPresenceBin,Next_DirPresenceBin,Prev_EntropyBin,Next_EntropyBin,Prev_RollingDirectionalPresence,Next_RollingDirectionalPresence,Prev_RollingEntropy,Next_RollingEntropy,Prev_RollingVelocity,Next_RollingVelocity,Prev_DominantPressureValue,Next_DominantPressureValue,DeltaPrevToEntry_RollingDirectionalPresence,DeltaEntryToNext_RollingDirectionalPresence,DeltaPrevToEntry_RollingEntropy,DeltaEntryToNext_RollingEntropy,DeltaPrevToEntry_RollingVelocity,DeltaEntryToNext_RollingVelocity,DeltaPrevToEntry_DominantPressureValue,DeltaEntryToNext_DominantPressureValue,RegimeWeek,InTargetState,TargetEntry,NormalizedPolicyOutcome,DisasterStopped,PositiveOutcome,DirPresenceTriplet,PressureTriplet,EntropyTriplet,IsD1Persistence,IsRotCompComp,EntropyDeltaQuartile
ES,xApvaV01StateLog_ES.csv,174,2026-04-07 13:35:00,Unresolved,Unresolved->Unresolved->Balance->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6657.5,6668.5,6657.0,6663.0,Up,1,6657.25,11.5,10.5,5,6663.5,0.5,0.0476190476190476,0.5,0.0476190476190476,10.5,-5.75,1.0,-0.5476190476190477,1,1,D1,E2,RotationalPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.2222222222222222,0.3333333333333333,0.6167156117595194,0.6690336347353755,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.05231802297585608,0.0,2026-W15,True,True,0.0476190476190476,False,True,D1 > D1 > D1,RotationalPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,True,Q2
ES,xApvaV01StateLog_ES.csv,175,2026-04-07 13:40:00,Unresolved,Unresolved->Balance->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6662.75,6665.5,6657.25,6658.5,Up,1,6663.0,8.25,10.410714285714286,5,6825.75,167.25,16.06518010291595,167.25,16.06518010291595,178.25,-1.25,17.121783876500857,-0.1200686106346483,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.6690336347353755,0.6690336347353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,16.06518010291595,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,176,2026-04-07 13:45:00,Unresolved,Balance->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,6658.5,6673.5,6657.25,6664.5,Up,1,6658.5,16.25,11.232142857142858,5,6819.75,155.25,13.821939586645469,155.25,13.821939586645469,172.25,-4.25,15.335453100158984,-0.3783783783783783,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.2222222222222222,0.6690336347353755,0.6968114125131533,0.0,0.0,0.0,0.0,-0.1111111111111111,0.0,0.02777777777777779,0.0,2026-W15,True,True,13.821939586645469,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,177,2026-04-07 13:50:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6664.25,6666.0,6661.5,6663.5,Up,1,6664.5,4.5,11.142857142857142,5,6816.25,152.75,13.708333333333334,152.75,13.708333333333334,173.25,-3.25,15.548076923076923,-0.2916666666666667,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.2222222222222222,0.3333333333333333,0.6968114125131533,0.6690336347353755,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,-0.02777777777777779,0.0,2026-W15,True,True,13.708333333333334,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,178,2026-04-07 13:55:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6663.5,6669.75,6660.25,6664.5,Up,1,6663.5,9.5,10.839285714285714,5,6826.5,162.0,14.945634266886326,162.0,14.945634266886326,172.25,-3.75,15.891268533772651,-0.3459637561779242,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.6690336347353755,0.6690336347353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,14.945634266886326,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,179,2026-04-07 14:00:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6664.5,6668.0,6660.75,6663.5,Up,1,6664.5,7.25,9.375,5,6806.5,143.0,15.253333333333334,143.0,15.253333333333334,173.25,141.75,18.48,15.12,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.6690336347353755,0.6690336347353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,15.253333333333334,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,180,2026-04-08 06:35:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6829.5,6836.75,6819.0,6825.75,Down,-1,6663.5,173.25,20.964285714285715,5,6811.75,-14.0,-0.6678023850085179,14.0,0.6678023850085179,20.75,-4.0,0.989778534923339,-0.1908006814310051,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.6690336347353755,0.6690336347353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,0.6678023850085179,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,181,2026-04-08 06:40:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6826.0,6828.5,6817.5,6819.75,Down,-1,6825.75,11.0,20.839285714285715,5,6816.25,-3.5,-0.1679520137103684,3.5,0.1679520137103684,14.75,-10.0,0.7077977720651242,-0.4798628963153384,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.6690336347353755,0.6690336347353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,0.1679520137103684,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,182,2026-04-08 06:45:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,6819.75,6822.25,6813.25,6816.25,Down,-1,6819.75,9.0,20.464285714285715,5,6814.25,-2.0,-0.0977312390924956,2.0,0.0977312390924956,11.25,-13.5,0.5497382198952879,-0.6596858638743455,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.2222222222222222,0.6690336347353755,0.6968114125131533,0.0,0.0,0.0,0.0,-0.1111111111111111,0.0,0.02777777777777779,0.0,2026-W15,True,True,0.0977312390924956,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,183,2026-04-08 06:50:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.8812908992278072,0.1111111111111111,0.7,0.0,0.0,0.1653733877500932,0.0138888888888888,0.7921415410204843,0.2344490508727494,CompressionPressure,0.7921415410204843,6816.5,6829.75,6815.5,6826.5,Down,-1,6816.25,14.25,20.928571428571427,5,6814.5,-12.0,-0.5733788395904438,12.0,0.5733788395904438,21.5,0.0,1.0273037542662118,0.0,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,0.8812908992278072,0.2222222222222222,0.1111111111111111,0.6968114125131533,0.7921415410204843,0.0,0.0,-0.41417094500618634,0.0,-0.1111111111111111,0.0,0.09533012850733102,0.0,2026-W15,True,True,0.5733788395904438,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q1
ES,xApvaV01StateLog_ES.csv,232,2026-04-08 10:55:00,Unresolved,Balance->Balance->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.5555555555555556,0.6,0.0,0.0,0.0733856469952793,0.0694444444444444,0.6134780791798199,0.4917156117595194,CompressionPressure,0.6134780791798199,6819.5,6822.75,6819.25,6821.25,Up,1,6819.25,3.5,4.821428571428571,5,6813.0,-8.25,-1.7111111111111112,-8.25,-1.7111111111111112,10.0,-13.25,2.0740740740740744,-2.7481481481481485,0,1,D1,E2,RotationalPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.360964047439353,1.2954618442339936,0.6666666666666666,0.5555555555555556,0.5477108853773585,0.6134780791798199,0.0,0.0,-0.06550220320535938,0.0,-0.11111111111111105,0.0,0.06576719380246143,0.0,2026-W15,True,True,-2.0,True,False,D1 > D1 > D1,RotationalPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,True,Q2
ES,xApvaV01StateLog_ES.csv,236,2026-04-08 11:15:00,Unresolved,Balance->Balance->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,0.9999999999971146,0.5555555555555556,0.5,0.0,0.0,0.0843402777779986,0.0694444444444444,0.5902777777779582,0.4270833333327021,CompressionPressure,0.5902777777779582,6829.5,6829.75,6826.25,6828.5,Up,1,6829.5,3.5,5.232142857142857,5,6810.25,-18.25,-3.488054607508533,-18.25,-3.488054607508533,2.75,-20.5,0.5255972696245734,-3.918088737201365,0,1,D1,E2,RotationalPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.360964047439353,0.9999999999971146,0.6666666666666666,0.5555555555555556,0.5477108853773585,0.5902777777779582,0.0,0.0,-0.3609640474422383,0.0,-0.11111111111111105,0.0,0.04256689240059974,0.0,2026-W15,True,True,-2.0,True,False,D1 > D1 > D1,RotationalPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,True,Q1
ES,xApvaV01StateLog_ES.csv,237,2026-04-08 11:20:00,Unresolved,Balance->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,0.9709505944517832,0.4444444444444444,0.6,0.0,0.0,0.1103838173345075,0.0555555555555555,0.6615378100689858,0.3790621092029942,CompressionPressure,0.6615378100689858,6828.25,6831.25,6808.0,6813.0,Down,-1,6828.5,23.25,6.607142857142857,5,6804.75,-8.25,-1.2486486486486488,8.25,1.2486486486486488,9.0,-6.25,1.3621621621621622,-0.945945945945946,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,0.9999999999971146,0.9709505944517832,0.5555555555555556,0.4444444444444444,0.5902777777779582,0.6615378100689858,0.0,0.0,-0.02904940554533142,0.0,-0.11111111111111116,0.0,0.07126003229102762,0.0,2026-W15,True,True,1.2486486486486488,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,243,2026-04-08 11:50:00,Unresolved,Balance->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.4444444444444444,0.6,0.0,0.0,0.085538424773057,0.0555555555555555,0.6412558569575977,0.4500489450928527,CompressionPressure,0.6412558569575977,6805.0,6808.5,6802.5,6802.75,Down,-1,6804.75,6.0,6.875,5,6807.75,5.0,0.7272727272727273,-5.0,-0.7272727272727273,10.25,-6.5,1.490909090909091,-0.9454545454545454,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.360964047439353,1.2954618442339936,0.4444444444444444,0.4444444444444444,0.595495302590596,0.6412558569575977,0.0,0.0,-0.06550220320535938,0.0,0.0,0.0,0.04576055436700166,0.0,2026-W15,True,True,-0.7272727272727273,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,248,2026-04-08 12:15:00,Unresolved,Balance->Balance->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,0.9709505944517832,0.3333333333333333,0.6,0.0,0.0,0.1225365951122853,0.0416666666666666,0.6893155878467636,0.3373954425363276,CompressionPressure,0.6893155878467636,6801.25,6809.25,6801.0,6807.75,Up,1,6801.25,8.25,8.0,5,6812.25,4.5,0.5625,4.5,0.5625,7.0,-9.5,0.875,-1.1875,1,1,D1,E2,RotationalPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,0.9709505944517832,0.3333333333333333,0.3333333333333333,0.6583822784261861,0.6893155878467636,0.0,0.0,-0.32451124978221035,0.0,0.0,0.0,0.03093330942057748,0.0,2026-W15,True,True,0.5625,False,True,D1 > D1 > D1,RotationalPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,True,Q1
